全国地方公共団体コード,ID,地方公共団体名,介護サービス事業所名称,介護サービス事業所名称_カナ,介護サービス事業所名称_英字,実施サービス,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,画像,画像_ライセンス,備考
141305,1.41305E+11,神奈川県川崎市,いせうら,イセウラ,,特別養護老人ホーム,141330,,"神奈川県川崎市中原区上平間1251-2",神奈川県,川崎市,中原区上平間,,,35.556724,139.679211,,,(044)540-3135,,(044)540-3137,,,,"211-0013",,社会福祉法人　春日会,,,,28,,,,
141305,1.41305E+11,神奈川県川崎市,ひらまの里,ヒラマノサト,,特別養護老人ホーム,141330,,"神奈川県川崎市中原区上平間611-1",神奈川県,川崎市,中原区上平間,,,35.556856,139.681387,,,"(044)544-3994",,(044)544-3961,,,,211-0013　,,社会福祉法人　川崎市社会福祉事業団,,,,90,,,,
141305,1.41305E+11,神奈川県川崎市,すみよし,スミヨシ,,特別養護老人ホーム,141330,,神奈川県川崎市中原区木月祗園町2-1,神奈川県,川崎市,中原区木月祗園町,,,35.569017,139.648555,,,(044)455-0880,,(044)455-0883,,,,211-0033　,,社会福祉法人　セイワ,,,,84,,,,
141305,1.41305E+11,神奈川県川崎市,みやうち,ミヤウチ,,特別養護老人ホーム,141330,,"神奈川県川崎市中原区宮内1-25-1",神奈川県,川崎市,中原区宮内,,,35.594421,139.64107,,,(044)740-2810,,(044)740-2816,,,,"211-0051",,社会福祉法人　セイワ,,,,120,,,,
141305,1.41305E+11,神奈川県川崎市,等々力,トドロキ,,特別養護老人ホーム,141330,,"神奈川県川崎市中原区宮内4-19-26",神奈川県,川崎市,中原区宮内,,,35.588072,139.645318,,,(044)753-2260,,(044)753-2261,,,,"211-0051",,社会福祉法人　春日会,,,,124,,,,
141305,1.41305E+11,神奈川県川崎市,桜の丘,サクラノオカ,,特別養護老人ホーム,141330,,神奈川県川崎市中原区井田3-16-1,神奈川県,川崎市,中原区井田,,,35.563192,139.635323,,,(044)948-6350,,(044)948-6351,,,,211-0035,,社会福祉法人　白山福祉会,,,,132,,,,
141305,1.41305E+11,神奈川県川崎市,せせらぎ,セセラギ,,特別養護老人ホーム,141330,,神奈川県川崎市中原区下小田中6-30-32,神奈川県,川崎市,中原区下小田中,,,35.569408,139.638974,,,(044)752-7755,,(044)752-7754,,,, 211-0041,,社会福祉法人　春日会,,,,29,,,,
141305,1.41305E+11,神奈川県川崎市,ヴィラージュ中原,ヴィラージュナカハラ,,特別養護老人ホーム,141330,,神奈川県川崎市中原区上小田中1-28-55,神奈川県,川崎市,中原区上小田中,,,35.59184,139.630723,,,(044)789-9188,,(044)789-9163,,,,211-0053,,社会福祉法人　美生会,,,,52,,,,
141305,1.41305E+11,神奈川県川崎市,すえなが　特別養護老人ホーム,スエナガ,,特別養護老人ホーム,141348,,"神奈川県川崎市高津区末長276-3",神奈川県,川崎市,高津区末長,,,35.595318,139.60921,,,(044)861-5318,,(044)861-6194,,,,"213-0013",,社会福祉法人　セイワ,,,,104,,,,
141305,1.41305E+11,神奈川県川崎市,和楽館,ワラクカン,,特別養護老人ホーム,141348,,"神奈川県川崎市高津区千年141-2",神奈川県,川崎市,高津区千年,,,35.574413,139.621165,,,(044)766-7660,,(044)766-4980,,,,"213-0022",,社会福祉法人　和楽会,,,,60,,,,
141305,1.41305E+11,神奈川県川崎市,陽だまりの園,ヒダマリノエン,,特別養護老人ホーム,141348,,神奈川県川崎市高津区諏訪2-10-15,神奈川県,川崎市,高津区諏訪,,,35.603384,139.628246,,,(044)814-5635,,(044)814-5636,,,,"213-0004",,社会福祉法人　照陽会,,,,50,,,,
141305,1.41305E+11,神奈川県川崎市,おだかの郷　,オダカノサト,,特別養護老人ホーム,141348,,神奈川県川崎市高津区末長2-20-20,神奈川県,川崎市,高津区末長,,,35.58833,139.612526,,,(044)982-1110,,(044)982-1620,,,,213-0013,,社会福祉法人　高津百春会,,,,108,,,,
141305,1.41305E+11,神奈川県川崎市,新緑の郷,シンリョクノサト,,特別養護老人ホーム,141348,,神奈川県川崎市高津区久末473-14,神奈川県,川崎市,高津区久末,,,35.562164,139.617512,,,(044)948-7025,,(044)948-7023,,,,213-0026,,社会福祉法人　緑成会,,,,128,,,,
141305,1.41305E+11,神奈川県川崎市,高津山桜の森,タカツヤマザクラノモリ,,特別養護老人ホーム,141348,,神奈川県川崎市高津区久末1510-10,神奈川県,川崎市,高津区久末,,,35.562924,139.622589,,,(044)948-5721,,(044)948-5722,,,,213-0026,,社会福祉法人　秀峰会,,,,110,,,,
141305,1.41305E+11,神奈川県川崎市,蟹ヶ谷,カニガヤ,,特別養護老人ホーム,141348,,神奈川県川崎市高津区蟹ヶ谷265-1,神奈川県,川崎市,高津区蟹ヶ谷,,,35.566516,139.631529,,,(044)948-4972,,(044)948-4973,,,,213-0025,,社会福祉法人　白山福祉会,,,,150,,,,
141305,1.41305E+11,神奈川県川崎市,みかど荘,ミカドソウ,,特別養護老人ホーム,141364,,"神奈川県川崎市宮前区野川1413",神奈川県,川崎市,宮前区野川,,,35.570714,139.610467,,,(044)766-0511,,(044)777-1193,,,,"216-0001",,社会福祉法人　くぬぎざか福祉会,,,,70,,,,
141305,1.41305E+11,神奈川県川崎市,わらく桃の丘,ワラクモモノオカ,,特別養護老人ホーム,141364,,神奈川県川崎市宮前区野川515,神奈川県,川崎市,宮前区野川,,,35.575508,139.619076,,,(044)777-8910,,(044)777-8911,,,,"216-0001",,社会福祉法人　和楽会,,,,94,,,,
141305,1.41305E+11,神奈川県川崎市,鷲ヶ峯,ワシガミネ,,特別養護老人ホーム,141364,,"神奈川県川崎市宮前区菅生ヶ丘13-1",神奈川県,川崎市,宮前区菅生ヶ丘,,,35.597076,139.545411,,,(044)978-2721,,(044)976-6470,,,,"216-0014",,社会福祉法人　セイワ,,,,72,,,,
141305,1.41305E+11,神奈川県川崎市,フレンド神木,フレンドシボク,,特別養護老人ホーム,141364,,神奈川県川崎市宮前区神木本町5-12-15,神奈川県,川崎市,宮前区神木本町,,,35.599607,139.580538,,,(044)871-2010,,(044)871-2011,,,,216-0031,,社会福祉法人　三神会,,,,110,,,,
141305,1.41305E+11,神奈川県川崎市,風光,カゼヒカリ,,特別養護老人ホーム,141364,,"神奈川県川崎市宮前区野川3134-5",神奈川県,川崎市,宮前区野川,,,35.574944,139.60414,,,(044)754-1751,,(044)754-1761,,,,"216-0001",,社会福祉法人　寿楽園,,,,23,,,,
141305,1.41305E+11,神奈川県川崎市,富士見プラザ,フジミプラザ,,特別養護老人ホーム,141364,,"神奈川県川崎市宮前区野川2911",神奈川県,川崎市,宮前区野川,,,35.572177,139.59901,,,(044)751-2252,,(044)753-6087,,,,"216-0001",,社会福祉法人　子の神福祉会,,,,70,,,,
141305,1.41305E+11,神奈川県川崎市,富士見プラザ　フォンテーヌ鷺沼,フジミプラザサギヌマ,,特別養護老人ホーム,141364,,"神奈川県川崎市宮前区土橋3-1-6",神奈川県,川崎市,宮前区土橋,,,35.581115,139.573798,,,(044)863-3411,,(044)863-3410,,,,"216-0005",,社会福祉法人　子の神福祉会,,,,29,,,,
141305,1.41305E+11,神奈川県川崎市,フレンド神木二番館,フレンドシボクニバンカン,,特別養護老人ホーム,141364,,神奈川県川崎市宮前区神木本町2-15-2,神奈川県,川崎市,宮前区神木本町,,,35.601916,139.583435,,,(044)948-6677,,(044)948-8834,,,,216-0031,,社会福祉法人　三神会,,,,29,,,,
141305,1.41305E+11,神奈川県川崎市,プラチナ・ヴィラ野川,プラチナヴィラノガワ,,特別養護老人ホーム,141364,,神奈川県川崎市宮前区南野川3-23-2,神奈川県,川崎市,宮前区南野川,,,35.569324,139.61203,,,(044)753-5525,,(044)753-5526,,,,216-0042,,社会福祉法人　白金会,,,,107,,,,
141305,1.41305E+11,神奈川県川崎市,太陽の園,タイヨウノエン,,特別養護老人ホーム,141356,,"神奈川県川崎市多摩区栗谷2-16-6",神奈川県,川崎市,多摩区栗谷,,,35.607508,139.534414,,,(044)955-9181,,(044)955-9220,,,,"214-0039",,社会福祉法人　照陽会,,,,69,,,,
141305,1.41305E+11,神奈川県川崎市,生田広場,イクタヒロバ,,特別養護老人ホーム,141356,,神奈川県川崎市多摩区西生田5-24-2,神奈川県,川崎市,多摩区西生田,,,35.605559,139.525825,,,(044)967-0881,,(044)966-8810,,,,"214-0037",,社会福祉法人　よつば会,,,,92,,,,
141305,1.41305E+11,神奈川県川崎市,菅の里,スゲノサト,,特別養護老人ホーム,141356,,神奈川県川崎市多摩区菅北浦3-10-20,神奈川県,川崎市,多摩区菅北浦,,,35.631482,139.532324,,,"(044)946-3400",,(044)946-3455,,,,"214-0008",,社会福祉法人　徳心会,,,,80,,,,
141305,1.41305E+11,神奈川県川崎市,多摩川の里,タマガワノサト,,特別養護老人ホーム,141356,,"神奈川県川崎市多摩区中野島6-13-5",神奈川県,川崎市,多摩区中野島,,,35.632287,139.551769,,,(044)935-5200,,(044)935-3511,,,,"214-0012",,社会福祉法人　川崎市社会福祉事業団,,,,90,,,,
141305,1.41305E+11,神奈川県川崎市,しゅくがわら三清荘,シュクガワラサンセイソウ,,特別養護老人ホーム,141356,,神奈川県川崎市多摩区宿河原6-20-19,神奈川県,川崎市,多摩区宿河原,,,35.611266,139.585084,,,(044)935-2690,,(044)935-2692,,,,"214-0021",,社会福祉法人　経山会,,,,68,,,,
141305,1.41305E+11,神奈川県川崎市,よみうりランド花ハウス,ヨミウリランドハナハウス,,特別養護老人ホーム,141356,,"神奈川県川崎市多摩区菅仙谷4-1-4",神奈川県,川崎市,多摩区菅仙谷,,,35.621783,139.519856,,,(044)969-3111,,(044)969-3112,,,,"214-0006",,社会福祉法人　読売光と愛の事業団,,,,150,,,,
141305,1.41305E+11,神奈川県川崎市,花ハウスすみれ館,ハナハウススミレカン,,特別養護老人ホーム,141356,,神奈川県川崎市多摩区菅馬場3-21-1,神奈川県,川崎市,多摩区菅馬場,,,35.623953,139.532577,,,(044)543-9011,,(044)543-9022,,,,214-0004,,社会福祉法人　読売光と愛の事業団,,,,29,,,,
141305,1.41305E+11,神奈川県川崎市,ヴィラージュ川崎,ヴィラージュカワサキ,,特別養護老人ホーム,141356,,神奈川県川崎市多摩区宿河原1-18-1,神奈川県,川崎市,多摩区宿河原,,,35.617952,139.577656,,,(044)930-5552,,(044)930-5558,,,,214-0021,,社会福祉法人　美生会,,,,86,,,,
141305,1.41305E+11,神奈川県川崎市,生田まほろば,イクタマホロバ,,特別養護老人ホーム,141356,,神奈川県川崎市多摩区生田1-4-17,神奈川県,川崎市,多摩区生田,,,35.626168,139.541717,,,(044)945-6000,,(044)945-6020,,,,214-0038,,社会福祉法人　みずほ,,,,130,,,,
141305,1.41305E+11,神奈川県川崎市,虹の里,ニジノサト,,特別養護老人ホーム,141372,,"神奈川県川崎市麻生区王禅寺963-26",神奈川県,川崎市,麻生区王禅寺,,,35.583953,139.523277,,,(044)986-1007,,(044)986-1027,,,,"215-0013",,社会福祉法人　慈正会,,,,108,,,,
141305,1.41305E+11,神奈川県川崎市,柿生アルナ園,カキオアルナエン,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区上麻生5-19-10,神奈川県,川崎市,麻生区上麻生,,,35.590883,139.501082,,,"(044)987-0021",,(044)989-1440,,,,"215-0021",,社会福祉法人　鈴保福祉会,,,,80,,,,
141305,1.41305E+11,神奈川県川崎市,潮見台みどりの丘,シオミダイミドリノオカ,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区王禅寺1241-38,神奈川県,川崎市,麻生区王禅寺,,,35.591808,139.525768,,,(044)955-1746,,(044)955-1746,,,,"215-0013",,社会福祉法人　藤英会,,,,120,,,,
141305,1.41305E+11,神奈川県川崎市,金井原苑,カナイバラエン,,特別養護老人ホーム,141372,,"神奈川県川崎市麻生区片平1430",神奈川県,川崎市,麻生区片平,,,35.602373,139.479564,,,(044)986-1560,,(044)986-4654,,,,"215-0023",,社会福祉法人　一廣会,,,,98,,,,
141305,1.41305E+11,神奈川県川崎市,あさおの丘,アサオノオカ,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区栗木台1-12-1,神奈川県,川崎市,麻生区栗木台,,,35.607719,139.476609,,,(044)988-5010,,(044)988-7749,,,,215-0032,,社会福祉法人　ハートフル記念会,,,,71,,,,
141305,1.41305E+11,神奈川県川崎市,片平壮寿の里,カタヒラチョウジュノサト,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区片平1829,神奈川県,川崎市,麻生区片平,,,35.595145,139.484722,,,(044)455-4188,,(044)455-4190,,,,215-0023,,社会福祉法人　川崎市社会福祉事業団,,,,130,,,,
141305,1.41305E+11,神奈川県川崎市,ラスール麻生,ラスールアサオ,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区白山1-1-1,神奈川県,川崎市,麻生区白山,,,35.590799,139.514546,,,(044)712-7722,,(044)712-7602,,,,215-0014,,社会福祉法人　白山福祉会,,,,132,,,,
141305,1.41305E+11,神奈川県川崎市,ヴィラージュ虹ヶ丘,ヴィラージュニジガオカ,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区虹ヶ丘1-22-1-2,神奈川県,川崎市,麻生区虹ヶ丘,,,35.579684,139.520493,,,(044)712-5511,,(044)986-5516,,,,215-0015,,社会福祉法人　美生会,,,,29,,,,
141305,1.41305E+11,神奈川県川崎市,ルピナス王禅寺,ルピナスオウゼンジ,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区王禅寺東3-2-36,神奈川県,川崎市,麻生区王禅寺東,,,35.588136,139.522659,,,(044)299-8886,,(044)299-8313,,,,215-0018,,社会福祉法人　清昭会,,,,100,,,,
141305,1.41305E+11,神奈川県川崎市,レジデンシャル百合ヶ丘,レジデンシャルユリガオカ,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区東百合丘1-12-35,神奈川県,川崎市,麻生区東百合丘,,,35.601826,139.525364,,,(044)455-7150,,(044)455-7153,,,,215-0012,,社会福祉法人　育明会,,,,94,,,,
141305,1.41305E+11,神奈川県川崎市,まごころタウン*新百合ヶ丘,マゴコロタウンシンユリガオカ,,特別養護老人ホーム,141372,,神奈川県川崎市麻生区百合丘3-15-1,神奈川県,川崎市,麻生区百合丘,,,35.599765,139.521283,,,(044)281-4348,,(044)281-4388,,,,215-0011,,社会福祉法人　まごころ,,,,130,,,,
141305,1.41305E+11,神奈川県川崎市,かわさき老人福祉・地域交流センター,カワサキロウジンフクシチイキコウリュウセンター,,老人福祉センター（いきいきセンター）,141313,,神奈川県川崎市川崎区堤根34-15,神奈川県,川崎市,川崎区堤根,,,35.525456,139.692239,,,"(044)233-5592",,(044)221-5031,,,,"210-0026",,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,http://www.city.kawasaki.jp/350/page/0000022800.html,,,
141305,1.41305E+11,神奈川県川崎市,さいわい健康福祉プラザ,サイワイケンコウフクシプラザ,,老人福祉センター（いきいきセンター）,141321,,神奈川県川崎市幸区戸手本町1-11-5,神奈川県,川崎市,幸区戸手本町,,,35.543687,139.68682,,,"(044)541-8000",,(044)533-8703,,,,212-0023,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,http://www.city.kawasaki.jp/350/page/0000022892.html,,,
141305,1.41305E+11,神奈川県川崎市,中原老人福祉センター,ナカハラロウジンフクシセンター,,老人福祉センター（いきいきセンター）,141330,,"神奈川県川崎市中原区井田3-16-2",神奈川県,川崎市,中原区井田,,,35.563375,139.636943,,,"(044)777-6000",,(044)777-2833,,,,"211-0035",,社会福祉法人　川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,http://www.city.kawasaki.jp/350/page/0000022945.html,,,
141305,1.41305E+11,神奈川県川崎市,高津老人福祉・地域交流センター,タカツロウジンフクシチイキコウリュウセンター,,老人福祉センター（いきいきセンター）,141348,,神奈川県川崎市高津区末長3-24-4,神奈川県,川崎市,高津区末長,,,35.588374,139.617971,,,"(044)853-1722",,(044)853-1729,,,,"213-0013",,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,http://www.city.kawasaki.jp/350/page/0000022424.html,,,
141305,1.41305E+11,神奈川県川崎市,宮前老人福祉センター,ミヤマエロウジンフクシセンター,,老人福祉センター（いきいきセンター）,141364,,神奈川県川崎市宮前区宮崎2-12-29,神奈川県,川崎市,宮前区宮崎,,,35.586539,139.5913,,,"(044)877-9030",,(044)877-9232,,,,"216-0033",,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,http://www.city.kawasaki.jp/350/page/0000025291.html,,,
141305,1.41305E+11,神奈川県川崎市,多摩老人福祉センター,タマロウジンフクシセンター,,老人福祉センター（いきいきセンター）,141356,,神奈川県川崎市多摩区中野島5-2-30,神奈川県,川崎市,多摩区中野島,,,35.630191,139.561221,,,"(044)935-2941",,(044)933-5024,,,,"214-0012",,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,http://www.city.kawasaki.jp/350/page/0000025544.html,,,
141305,1.41305E+11,神奈川県川崎市,麻生老人福祉センター,アサオロウジンフクシセンター,,老人福祉センター（いきいきセンター）,141372,,神奈川県川崎市麻生区金程2-8-3,神奈川県,川崎市,麻生区金程,,,35.610892,139.498996,,,(044)966-1549,,(044)966-8956,,,,"215-0006",,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,http://www.city.kawasaki.jp/350/page/0000025636.html,,,
141305,1.41305E+11,神奈川県川崎市,桜本いこいの家,サクラモトイコイノイエ,,老人いこいの家（いこいの家）,141313,,神奈川県川崎市川崎区桜本2-5-2,神奈川県,川崎市,川崎区桜本,,,35.521503,139.722831,,,(044)277‐5125,,,,,,210-0833,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022878.html,,,
141305,1.41305E+11,神奈川県川崎市,渡田いこいの家,ワタリダイコイノイエ,,老人いこいの家（いこいの家）,141313,,神奈川県川崎市川崎区渡田4-12-20,神奈川県,川崎市,川崎区渡田,,,35.517047,139.705219,,,(044)366‐4075,,,,,,210-0837,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022867.html,,,
141305,1.41305E+11,神奈川県川崎市,小田いこいの家,オダイコイノイエ,,老人いこいの家（いこいの家）,141313,,神奈川県川崎市川崎区小田2-16-9,神奈川県,川崎市,川崎区小田,,,35.514364,139.701844,,,(044)344-3387,,,,,,210-0846,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022861.html,,,
141305,1.41305E+11,神奈川県川崎市,藤崎いこいの家,フジサキイコイノイエ,,老人いこいの家（いこいの家）,141313,,神奈川県川崎市川崎区藤崎4-17-6,神奈川県,川崎市,川崎区藤崎,,,35.525012,139.721672,,,(044)222‐7773,,,,,,210-0804,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022850.html,,,
141305,1.41305E+11,神奈川県川崎市,大師いこいの家,ダイシイコイノイエ,,老人いこいの家（いこいの家）,141313,,神奈川県川崎市川崎区大師公園1-4,神奈川県,川崎市,川崎区大師公園,,,35.532512,139.733493,,,(044)277‐7979,,,,,,210-0815,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022808.html,,,
141305,1.41305E+11,神奈川県川崎市,殿町いこいの家,トノマチイコイノイエ,,老人いこいの家（いこいの家）,141313,,神奈川県川崎市川崎区殿町1-20-15,神奈川県,川崎市,川崎区殿町,,,35.538745,139.745854,,,(044)287‐9108,,,,,,210-0821,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022822.html,,,
141305,1.41305E+11,神奈川県川崎市,京町いこいの家,キョウマチイコイノイエ,,老人いこいの家（いこいの家）,141313,,"神奈川県川崎市川崎区京町3-12-2",神奈川県,川崎市,川崎区京町,,,35.510601,139.697721,,,(044)344-0184,,,,,,210-0848,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022831.html,,,
141305,1.41305E+11,神奈川県川崎市,大島いこいの家,オオシマイコイノイエ,,老人いこいの家（いこいの家）,141313,,"神奈川県川崎市川崎区大島1-9-6",神奈川県,川崎市,川崎区大島,,,35.526201,139.711431,,,(044)233‐8867,,,,,,210-0834,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022837.html,,,
141305,1.41305E+11,神奈川県川崎市,田島いこいの家,タジマイコイノイエ,,老人いこいの家（いこいの家）,141313,,"神奈川県川崎市川崎区田島町20-23",神奈川県,川崎市,川崎区田島町,,,35.515702,139.7114,,,(044)366‐2811,,,,,,210-0853,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022841.html,,,
141305,1.41305E+11,神奈川県川崎市,小倉いこいの家,オグライコイノイエ,,老人いこいの家（いこいの家）,141321,,"神奈川県川崎市幸区小倉5-32-5",神奈川県,川崎市,幸区小倉,,,35.537702,139.663937,,,(044)588‐9707,,,,,,212-0054,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022911.html,,,
141305,1.41305E+11,神奈川県川崎市,古市場いこいの家,フルイチバイコイノイエ,,老人いこいの家（いこいの家）,141321,,"神奈川県川崎市幸区古市場1781-1",神奈川県,川崎市,幸区古市場,,,35.55136,139.683838,,,(044)555-3765,,,,,,212-0052,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022904.html,,,
141305,1.41305E+11,神奈川県川崎市,下平間いこいの家,シモヒラマイコイノイエ,,老人いこいの家（いこいの家）,141321,,"神奈川県川崎市幸区下平間357-6",神奈川県,川崎市,幸区下平間,,,35.548107,139.685787,,,(044)544‐5757,,,,,,212-0053,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022919.html,,,
141305,1.41305E+11,神奈川県川崎市,御幸いこいの家,ゴコウイコイノイエ,,老人いこいの家（いこいの家）,141321,,"神奈川県川崎市幸区紺屋町33-1",神奈川県,川崎市,幸区紺屋町,,,35.542671,139.689978,,,(044)522‐1516,,,,,,212-0026,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022895.html,,,
141305,1.41305E+11,神奈川県川崎市,南河原いこいの家,ミナミガワライコイノイエ,,老人いこいの家（いこいの家）,141321,,神奈川県川崎市幸区南幸町1-11,神奈川県,川崎市,幸区南幸町,,,35.535204,139.690613,,,(044)541‐2137,,,,,,212-0016,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022929.html,,,
141305,1.41305E+11,神奈川県川崎市,日吉いこいの家,ヒヨシイコイノイエ,,老人いこいの家（いこいの家）,141321,,"神奈川県川崎市幸区北加瀬1-39-5",神奈川県,川崎市,幸区北加瀬,,,35.54714,139.669125,,,(044)588‐7505,,,,,,212-0057,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022935.html,,,
141305,1.41305E+11,神奈川県川崎市,西加瀬いこいの家,ニシカセイコイノイエ,,老人いこいの家（いこいの家）,141330,,"神奈川県川崎市中原区西加瀬10-5",神奈川県,川崎市,中原区西加瀬,,,35.561795,139.660613,,,(044)434‐6418,,,,,,211-0024,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022967.html,,,
141305,1.41305E+11,神奈川県川崎市,丸子多摩川いこいの家,マルコタマガワイコイノイエ,,老人いこいの家（いこいの家）,141330,,"神奈川県川崎市中原区丸子通1-639-3",神奈川県,川崎市,中原区丸子通,,,35.582136,139.663281,,,(044)411‐0551,,,,,,211-0006,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022952.html,,,
141305,1.41305E+11,神奈川県川崎市,新城いこいの家,シンジョウイコイノイエ,,老人いこいの家（いこいの家）,141330,,"神奈川県川崎市中原区下新城1-2-4",神奈川県,川崎市,中原区下新城,,,35.580265,139.63416,,,(044)754-0283,,,,,,211-0042,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022972.html,,,
141305,1.41305E+11,神奈川県川崎市,ごうじいこいの家,ゴウジイコイノイエ,,老人いこいの家（いこいの家）,141330,,"神奈川県川崎市中原区上小田中7-6-18",神奈川県,川崎市,中原区上小田中,,,35.581293,139.648281,,,(044)733‐3608,,,,,,211-0053,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022978.html,,,
141305,1.41305E+11,神奈川県川崎市,井田いこいの家,イダイコイノイエ,,老人いこいの家（いこいの家）,141330,,"神奈川県川崎市中原区井田三舞町14-16",神奈川県,川崎市,中原区井田三舞町,,,35.568761,139.647413,,,(044)798‐8806,,,,,,211-0037,,社会福祉法人 川崎市社会福祉協議会,,午前9時～午後4時,休館日:日曜日、国民の祝日・休日（敬老の日は除く）及び年末年始,,https://www.city.kawasaki.jp/350/page/0000022980.html,,,
